"id","name","description"
"incoterm_89039999","89039999","Plovila za sport ili razbibrigu; brodice na vesla i kanui, mase veće od 100 kg, duljine veće od 7,5 m (osim motornih brodica i jahti pogonjenih nečim različitim od izvanbrodskog motora, jedrilica pa i ako su opremljene pomoćnim motorom i brodica na napuhavanje)"
"incoterm_89040010","89040010","Tegljači (remorkeri)"
"incoterm_89040091","89040091","Potiskivači (gurači) za plovidbu morem"
"incoterm_89040099","89040099","Potiskivači (gurači) (osim za plovidbu morem)"
"incoterm_89051010","89051010","Ploveća jaružala (gliboderi) za plovidbu morem"
"incoterm_89051090","89051090","Ploveća jaružala (gliboderi) (osim za plovidbu morem)"
"incoterm_89052000","89052000","Ploveće ili uronjive platforme za bušenje ili proizvodnju"
"incoterm_89059010","89059010","Brodovi-svjetionici, vatrogasna plovila, ploveće dizalice i druga plovila u kojih je plovidba podređena njihovoj osnovnoj zadaći, za plovidbu morem (osim plovećih jaružala (glibodera), plovećih ili uronjivih platformi za bušenje ili pridobivanje, ribarskih i ratnih brodova)"
"incoterm_89059090","89059090","Brodovi-svjetionici, vatrogasna plovila, ploveće dizalice i druga plovila u kojih je plovidba podređena njihovoj osnovnoj zadaći (osim za plovidbu morem, plovećih jaružala (glibodera), plovećih ili uronjivih platformi za bušenje ili pridobivanje, ribarskih i ratnih brodova)"
"incoterm_89061000","89061000","Ratni brodovi svih vrsta"
"incoterm_89069010","89069010","Plovila, uključujući brodice za spašavanje, za plovidbu morem (osim ratnih brodova, brodica na vesla i drugih plovila iz tarifnog broja 8901 do 8905 i plovila za rezanje)"
"incoterm_89069091","89069091","Plovila, uključujući brodice za spašavanje, mase ne veće od 100 kg (osim ratnih brodova, brodica na vesla i drugih plovila iz tarifnog broja 8901 do 8905 i plovila za rezanje)"
"incoterm_89069099","89069099","Plovila, uključujući brodice za spašavanje, mase veće od 100 kg (osim za plovidbu morem, ratnih brodova, brodica na vesla i drugih plovila iz tarifnog broja 8901 do 8905 i plovila za rezanje)"
"incoterm_89071000","89071000","Splavi za napuhavanje"
"incoterm_89079000","89079000","Plutajuće konstrukcije (na pr. splavi, spremnici, kesoni, platforme za iskrcavanje, plutače i svjetionici) (osim splavi za napuhavanje, plovila iz tarifnog broja 8901 do 8906 i plovila za rezanje)"
"incoterm_89080000","89080000","Brodovi i druga plovila i plutajuće konstrukcije za rezanje"
"incoterm_90011010","90011010","Kabeli za prijenos slike od optičkih vlakana, osim onih iz tarifnog broja 8544"
"incoterm_90011090","90011090","Optička vlakna, snopovi optičkih vlakna i kabeli od optičkih vlakna, osim onih iz tarifnog broja 8544 i kabela za prijenos slike od optičkih vlakana"
"incoterm_90012000","90012000","Listovi i ploče od polarizirajućeg materijala"
"incoterm_90013000","90013000","Kontaktne leće"
"incoterm_90014020","90014020","Stakla za naočale od stakla, što nisu namijenjena poboljšanju vida"
"incoterm_90014041","90014041","Stakla za naočale od stakla, s obje strane završena, što su namijenjena poboljšanju vida, s jednim žarištem (unifokalna)"
"incoterm_90014049","90014049","Stakla za naočale od stakla, s obje strane završena, što su namijenjena poboljšanju vida, bifokalna ili multifokalna"
"incoterm_90014080","90014080","Stakla za naočale od stakla, osim s obje strane završena"
"incoterm_90015020","90015020","Stakla od drugih materijala za naočale, što nisu namijenjena poboljšanju vida"
"incoterm_90015041","90015041","Stakla od drugih materijala za naočale, s obje strane završena, što su namijenjena poboljšanju vida, s jednim žarištem (unifokalna)"
"incoterm_90015049","90015049","Stakla od drugih materijala za naočale, s obje strane završena, što su namijenjena poboljšanju vida, bifokalna ili multifokalna"
"incoterm_90015080","90015080","Stakla od materijala, osim stakla, djelomično završena"
"incoterm_90019000","90019000","Leće, prizme, zrcala i drugi optički elementi, od bilo kakvog materijala, nemontirani, osim takvih elemenata od stakla koji nisu optički dovršeni, kontaktnih leća i stakla"
"incoterm_90021100","90021100","Stakla za objektive za fotoaparate, projektore ili aparate za fotografska povećavanja ili smanjivanja"
"incoterm_90021900","90021900","Stakla za objektive, osim za fotoaparate, projektore ili aparate za fotografska povećavanja ili smanjivanja"
"incoterm_90022000","90022000","Filtri, optički, koji su dijelovi ili pribor za instrumente, aparate ili opremu, u okviru ili montirani"
"incoterm_90029000","90029000","Leće, prizme, zrcala i drugi optički elementi, od bilo kakvog materijala, što su dijelovi ili pribor instrumenata ili aparata (osim stakla za objektive za fotoaparate, projektore ili aparate za fotografska povećavanja ili smanjivanja, takvih elemenata od stakla koji nisu optički dovršeni, stakla za objektive i filtara)"
"incoterm_90031100","90031100","Okviri za naočale ili slične proizvode, od plastičnih masa"
"incoterm_90031900","90031900","Okviri za naočale ili slične proizvode, od ostalih materijala (osim od plastičnih masa)"
"incoterm_90039000","90039000","Dijelovi okvira za naočale ili slične proizvode, drugdje nespomenuti i neuključeni"
"incoterm_90041010","90041010","Sunčane naočale, s optički obrađenim ""staklima"""
"incoterm_90041091","90041091","Sunčane naočale sa ""staklima"" od plastičnih materijala, optički neobrađene"
"incoterm_90041099","90041099","Sunčane naočale, optički neobrađene (osim sa ""staklima"" od plastičnih materijala)"
"incoterm_90049010","90049010","Naočale i slični proizvodi, korekcijski, zaštitni i ostali, sa ""staklima"" od plastičnih materijala (osim naočala za testiranje vida, sunčanih naočala, kontaktnih leća, stakala i okvira i opreme za naočale)"
"incoterm_90049090","90049090","Naočale i slični proizvodi, korekcijski, zaštitni i ostali, osim sa ""staklima"" od plastičnih materijala (osim naočala za testiranje vida, sunčanih naočala, kontaktnih leća, stakala i okvira i opreme za naočale)"
"incoterm_90051000","90051000","Dalekozori s dva objektiva (dvogledi)"
"incoterm_90058000","90058000","Dalekozori s jednim objektivom, optički teleskopi i ostali astronomski instrumenti (osim dalekozora s dva objektiva (dvogleda), instrumenata za radioastronomiju i ostalih aparata ili instrumenata, specificiranih drugdje)"
"incoterm_90059000","90059000","Dijelovi i pribor (uključujući postolja) za dalekozore s dva objektiva, dalekozore s jednim objektivom, ostale optičke teleskope i ostale astronomske instrumente, drugdje nespomenute i neuključene"
"incoterm_90061000","90061000","Fotoaparati vrsta što ih se rabi za pripravu tiskarskih ploča ili cilindara"
"incoterm_90063000","90063000","Fotoaparati posebno konstruirani za uporabu pod vodom, za snimanje iz zraka ili za medicinske ili kirurške preglede unutarnjih organa; komparacijski fotoaparati za forenzičku ili kriminalističku uporabu"
"incoterm_90064000","90064000","Fotografski aparati za trenutnu brzu fotografiju (osim specijalnih kamera iz podbroja 9006.10 ili 9006.30)"
"incoterm_90065100","90065100","Fotoaparati s tražilom kroz objektiv (refleksni s jednim objektivom-SLR), za film u svitku, širine ne veće od 35 mm (osim fotografskih aparata za trenutnu brzu fotografiju, i specijalnih kamera iz podbroja 9006.10 ili 9006.30)"
"incoterm_90065200","90065200","Fotoaparati za film u svitku širine manje od 35 mm (osim fotografskih aparata za trenutnu brzu fotografiju, refleksnih s jednim objektivom-SLR, i specijalnih kamera iz podbroja 9006.10 ili 9006.30)"
"incoterm_90065310","90065310","Fotoaparati za jednokratnu uporabu za film u svitku širine 35 mm"
"incoterm_90065380","90065380","Fotoaparati za film u svitku širine 35 mm (osim fotoaparata za jednokratnu uprabu)"
"incoterm_90065900","90065900","Fotoaparati za film u svitku širine veće od 35 mm ili za film u ravnini (osim fotografskih aparata za trenutnu brzu fotografiju, i specijalnih kamera iz podbroja 9006.10 ili 9006.30)"
"incoterm_90066100","90066100","Bljeskalice sa žaruljama na izbijanje (elektronske)"
"incoterm_90066900","90066900","Fotografske bljeskalice i žarulje-bljeskalice (osim sa žaruljama na izbijanje (""elektroničke""), i žarulje-bljeskalice, kocke-bljeskalice i slično)"
"incoterm_90069100","90069100","Dijelovi i pribor za fotografske aparate, drugdje nespomenuti i neuključeni"
"incoterm_90069900","90069900","Dijelovi i oprema za fotografske bljeskalice i žarulje-bljeskalice, drugdje nespomenuti i neuključeni"
"incoterm_90071000","90071000","Kinematografske kamere"
"incoterm_90072000","90072000","Kinematografski projektori"
"incoterm_90079100","90079100","Dijelovi i pribor za kinematografske kamere, drugdje nespomenuti i neuključeni"
"incoterm_90079200","90079200","Dijelovi i pribor za kinematografske projektore, drugdje nespomenuti i neuključeni"
"incoterm_90085000","90085000","Projektori slika, aparati za povećavanje i aparati za smanjivanje (osim kinematografskih)"
"incoterm_90089000","90089000","Dijelovi i pribor za projektore slika, fotografske aparate za povećavanje i smanjivanje, drugdje nespomenuti i neuključeni"
"incoterm_90101000","90101000","Aparati i oprema za automatsko razvijanje fotografskog (uključujući kinematografskog) filma ili papira u svitku ili za automatsko prenošenje snimke s razvijenog filma na svitak fotografskog papira"
"incoterm_90105000","90105000","Ostali aparati i oprema za fotografske (uključujući kinematografske) laboratorije; negatoskopi"
"incoterm_90106000","90106000","Zasloni za projekcije"
"incoterm_90109000","90109000","Dijelovi i pribor za aparate i opremu za fotografske i kinematografske laboratorije, negatoskope i projekcijske zaslone, drugdje nespomenuti i neuključeni"
"incoterm_90111010","90111010","Stereoskopski optički mikroskopi s ugrađenom opremom posebno namijenjenom za rukovanje ili prijenos poluvodičkih pločica (Wafera) ili mrežica"
"incoterm_90111090","90111090","Stereoskopski optički mikroskopi, osim s ugrađenom opremom posebno namijenjenom za rukovanje ili prijenos poluvodičkih pločica (Wafera) ili mrežica"
"incoterm_90112010","90112010","Mikroskopi za mikrofotografiju s ugrađenom opremom posebno namijenjenom za rukovanje ili prijenos poluvodičkih pločica (Wafera) ili mrežica, osim stereoskopskih"
"incoterm_90112090","90112090","Ostali mikroskopi za mikrofotografiju, mikrokinematografiju i mikroprojekciju (osim s ugrađenom opremom posebno namijenjenom za rukovanje ili prijenos poluvodičkih pločica (Wafera) ili mrežica i stereoskopskih)"
"incoterm_90118000","90118000","Optički mikroskopi (osim za mikrofotografiju, mikrokinematografiju i mikroprojekciju, stereoskopskih mikroskopa)"
"incoterm_90119010","90119010","Dijelovi i pribor stereoskopskih optičkih mikroskopa i mikrofotografskih optičkih mikroskopa, s ugrađenom opremom posebno namijenjenom za rukovanje ili prijenos poluvodičkih pločica (Wafera) ili mrežica, drugdje nespomenuti i neuključeni"
"incoterm_90119090","90119090","Dijelovi i pribor za spojene optičke mikroskope, drugdje nespomenuti i neuključeni (osim stereoskopskih optičkih mikroskopa i mikrofotografskih optičkih mikroskopa, s ugrađenom opremom posebno namijenjenom za rukovanje ili prijenos poluvodičkih pločica (Wafera) ili mrežica)"
"incoterm_90121010","90121010","Elektronski mikroskopi s ugrađenom opremom posebno namijenjenom za rukovanje ili prijenos poluvodičkih pločica (Wafera) ili mrežica"
"incoterm_90121090","90121090","Elektronski mikroskopi (osim optičkih mikroskopa; difrakcijski aparati, osim elektronskih mikroskopa s ugrađenom opremom posebno namijenjenom za rukovanje ili prijenos poluvodičkih pločica (Wafera) ili mrežica"
"incoterm_90129010","90129010","Dijelovi i pribor elektronskih mikroskopa s ugrađenom opremom posebno namijenjenom za rukovanje ili prijenos poluvodičkih pločica (Wafera) ili mrežica, drugdje nespomenuti i neuključeni"
"incoterm_90129090","90129090","Dijelovi i pribor za elektronske mikroskope, protonske mikroskope i difrakcijske aparate, drugdje nespomenuti i neuključeni (osim elektronskih mikroskopa s ugrađenom opremom posebno namijenjenom za rukovanje ili prijenos poluvodičkih pločica (Wafera) ili mrežica)"
"incoterm_90131000","90131000","Teleskopski nišani za oružje; periskopi; teleskopi za strojeve, uređaje, instrumente ili aparate iz ovog poglavlja ili odsjeka XVI, poglavlja 84 i 85"
"incoterm_90132000","90132000","Laseri, osim laserskih dioda"
"incoterm_90138020","90138020","Pokaznici s tekućim kristalima s aktivnom matricom"
"incoterm_90138030","90138030","Ostali uređaji s tekućim kristalima, drugdje nespomenuti i neuključeni"
"incoterm_90138090","90138090","Povećala, brojači, stereoskopi, kaledioskopi i ostali optički instrumenti i aparati, nigdje drugdje specificirani u poglavlju 90"
"incoterm_90139010","90139010","Dijelovi i pribor pokaznika s tekućim kristalima"
"incoterm_90139090","90139090","Dijelovi i pribor za lasere i ostale dodatke i instrumente, nigdje drugdje specificirane u poglavlju 90, drugdje nespomenuti i neuključeni"
"incoterm_90141000","90141000","Kompasi"
"incoterm_90142020","90142020","Inercijski navigacijski sustavi za aeronautičku ili svemirsku navigaciju (osim kompasa i radionavigacijske opreme)"
"incoterm_90142080","90142080","Instrumenti i aparati za aeronautičku ili svemirsku navigaciju (osim inercijskih navigacijskih sustava, kompasa i radionavigacijske opreme)"
"incoterm_90148000","90148000","Navigacijski instrumenti i aparati, osim za aeronautičku i svemirsku navigaciju, kompasa i radio navigacijske opreme"
"incoterm_90149000","90149000","Dijelovi i pribor za kompase i navigacijske instrumente i aparate, drugdje nespomenuti i neuključeni"
"incoterm_90151010","90151010","Elektronički daljinomjeri"
"incoterm_90151090","90151090","Neelektronički daljinomjeri"
"incoterm_90152010","90152010","Elektronički teodoliti i tahimetri"
"incoterm_90152090","90152090","Neelektronički teodoliti i tahimetri"
"incoterm_90153010","90153010","Elektronički niveliri"
"incoterm_90153090","90153090","Neelektronički niveliri"
"incoterm_90154010","90154010","Elektronički instrumenti i aparati za fotogrametriju"
"incoterm_90154090","90154090","Neelektronički instrumenti i aparati za fotogrametriju"
"incoterm_90158011","90158011","Elektronički meteorološki, hidrološki i geofizički instrumenti i aparata (osim kompasa, daljinomjera, teodolita, tahimetara, nivelira i instrumenata i aparata za fotogrametriju)"
"incoterm_90158019","90158019","Elektronički instrumenti i aparati koji se koriste u geodeziji, topografiji, hidrografiji, oceanografiji (osim kompasa, daljinomjera, teodolita, tahimetara, nivelira i instrumenata i aparata za fotogrametriju)"
"incoterm_90158091","90158091","Neelektronički instrumenti i aparati koji se koriste u geodeziji, topografiji, hidrografiji (osim kompasa, daljinomjera, teodolita, tahimetara, nivelira i instrumenata i aparata za fotogrametriju)"
"incoterm_90158093","90158093","Neelektronički meteorološki, hidrološki i geofizički instrumenti i aparati (osim kompasa, daljinomjera, teodolita, tahimetara, nivelira i instrumenata i aparata za fotogrametriju)"
"incoterm_90158099","90158099","Neelektronički instrumenti i aparati za oceanografiju (osim kompasa, daljinomjera, teodolita, tahimetara, nivelira i instrumenata i aparata za fotogrametriju)"
"incoterm_90159000","90159000","Dijelovi i oprema za instrumente i aparate koji se koriste u geodeziji, topografiji, fotogrametrijskim istraživanjima, hidrografiji, oceanografiji, hidrologiji, meteorologiji i geofizici i za daljinomjere, drugdje nespomenuti i neuključeni"
"incoterm_90160010","90160010","Vage osjetljivosti 5 centigrama i finije, s utezima ili bez njih"
"incoterm_90160090","90160090","Dijelovi i pribor za vage osjetljivosti 5 centigrama i finije, drugdje nespomenuti i neuključeni"
"incoterm_90171010","90171010","Crtači (ploteri)"
"incoterm_90171090","90171090","Stolovi i aparati za crtanje, neovisno jesu li automatski ili ne (osim crtača (plotera))"
"incoterm_90172005","90172005","Crtači (ploteri) kao instrumenti za crtanje ili obilježavanje"
"incoterm_90172010","90172010","Ostali instrumenti za crtanje osim stolova i aparata za crtanje i plotera"
"incoterm_90172039","90172039","Instrumenti za označavanje, osim crtača i generatora slike za izradu maski i mrežica iz fotolakom premazanih podloga"
"incoterm_90172090","90172090","Instrumenti i aparati za matematičko računanje, uključujući klizeća ravnala, disk-kalkulatore i slično, osim strojeva za računanje"
"incoterm_90173000","90173000","Mikrometri, pomična mjerila i kalibarska mjerila"
"incoterm_90178010","90178010","Mjerne šipke, mjerne vrpce, ravnala s mjernom podjelom"
"incoterm_90178090","90178090","Instrumenti koji se drže u ruci za mjerenje duljine, drugdje nespomenuti i neuključeni"
"incoterm_90179000","90179000","Dijelovi i pribor instrumenata za crtanje, obilježavanje ili matematičko računanje i instrumenata za mjerenje dužine, namijenjenih držanju u ruci"
"incoterm_90181100","90181100","Elektrokardiografi"
"incoterm_90181200","90181200","Aparati za ultrazvučno skeniranje"
"incoterm_90181300","90181300","Aparati za vizualizaciju uz pomoć magnetne rezonancije"
"incoterm_90181400","90181400","Aparati za scintigrafiju"
"incoterm_90181910","90181910","Elektrodijagnostički monitorni aparati za istovremeno promatranje dvaju ili više parametara"
"incoterm_90181990","90181990","Elektrodijagnostički aparati, uključujući aparate za punkcionalni pregled ili za provjeru psiholoških parametara, osim elektrokardiografa, aparata za ultrazvučno skeniranje, aparata za vizualizaciju uz pomoć magnetne rezonancije i aparata za scintigrafiju i monitornih aparata za istovremeno promatranje dvaju ili više parametara"
"incoterm_90182000","90182000","Aparati s ultraljubičastim ili infracrvenim zrakama koji se koriste u medicinskim, kirurškim, zubarskim ili veterinarskim znanostima"
"incoterm_90183110","90183110","Štrcaljke od plastičnih materijala s iglama ili bez njih, koje se koriste u medicinskim, kirurškim, zubarskim ili veterinarskim znanostima"
"incoterm_90183190","90183190","Štrcaljke s iglama ili bez njih, koje se koriste u medicinskim, kirurškim, zubarskim ili veterinarskim znanostima, osim od plastičnih materijala"
"incoterm_90183210","90183210","Cjevaste metalne igle, koje se koriste u medicinskim, kirurškim, zubarskim ili veterinarskim znanostima"
"incoterm_90183290","90183290","Igle za šivanje, koje se koriste u medicinskim, kirurškim, zubarskim ili veterinarskim znanostima"
"incoterm_90183900","90183900","Igle, kateteri, kanile i slično, koje se koriste u medicinskim, kirurškim, zubarskim ili veterinarskim znanostima, osim štrcaljke, cjevaste metalne igle i igle za šivanje"
"incoterm_90184100","90184100","Zubarske bušilice, uključujući kombinirane s drugom zubarskom opremom na zajedničkom postolju"
"incoterm_90184910","90184910","Brusevi, pločice, svrdla i četke za uporabu sa zubarskim bušilicama"
"incoterm_90184990","90184990","Instrumenti i aparati za zubarstvo (osim bruseva, pločica, svrdla i četki za uporabu sa zubarskim bušilicama i zubarskih bušilica)"
"incoterm_90185010","90185010","Ostali instrumenti i aparati za i oftamologiju, neoptički, drugdje nespomenuti i neuključeni"
"incoterm_90185090","90185090","Ostali instrumenti i aparati za i oftamologiju, optički, drugdje nespomenuti i neuključeni"
"incoterm_90189010","90189010","Instrumenti i aparati za mjerenje krvnog pritiska"
"incoterm_90189020","90189020","Endoskopi koji se koriste u medicinskim, kirurškim ili veterinarskim znanostima"
"incoterm_90189030","90189030","Oprema za dijalizu (umjetni bubrezi)"
"incoterm_90189040","90189040","Aparati i uređaji za dijatermiju"
"incoterm_90189050","90189050","Transfuzijski (uključujući infuzijske) uređaji"
"incoterm_90189060","90189060","Aparati i uređaji za anesteziju"
"incoterm_90189075","90189075","Aparati za stimulaciju živaca"
"incoterm_90189084","90189084","Ostali instrumenti i aparati koji se koriste u medicinskim, kirurškim ili veterinarskim znanostima, drugdje nespomenuti i neuključeni"
"incoterm_90191010","90191010","Električni aparati za vibracijsku masažu"
"incoterm_90191090","90191090","Aparati za mehanoterapiju; aparati za masažu; aparati za psihološka ispitivanja, osim električnih aparata za vibracijsku masažu"
"incoterm_90192000","90192000","Aparati za ozonoterapiju, oksigenoterapiju, aerosol-terapiju, umjetno disanje i ostali terapeutski aparati za disanje"
"incoterm_90200000","90200000","Ostali aparati za disanje i plinske maske, osim zaštitnih maski bez mehaničkih dijelova i izmjenjivih filtara, umjetnih respiratora ili ostalih terapeutskih aparata za disanje"
"incoterm_90211010","90211010","Ortopedska pomagala"
"incoterm_90211090","90211090","Šine i ostala pomagala za prijelome"
"incoterm_90212110","90212110","Umjetni zubi od plastičnih materijala"
"incoterm_90212190","90212190","Umjetni zubi od ostalih materijala"
"incoterm_90212900","90212900","Zubarska oprema, osim umjetnih zubiju"
"incoterm_90213100","90213100","Umjetni zglobovi za ortopedske svrhe"
"incoterm_90213910","90213910","Očne proteze"
"incoterm_90213990","90213990","Umjetni dijelovi tijela, osim umjetnih zubiju i zubarske opreme i umjetnih zglobova i očnih proteza"
"incoterm_90214000","90214000","Aparati za poboljšanje sluha, osim dijelova i pribora"
"incoterm_90215000","90215000","Aparati za stimulaciju rada srčanih mišića, osim dijelova i pribora"
"incoterm_90219010","90219010","Dijelovi i pribor aparata za poboljšanje sluha, drugdje nespomenuti i neuključeni"
"incoterm_90219090","90219090","Oprema i dodaci, koji se nose ili drže, ili su implantirani u tijelo, da bi se nadoknadio defekt ili nesposobnost, osim umjetnih dijelova tijela, kompletne slušne pomoći, uključujući dijelove i dodatke, i aparata za stimulaciju rada srčanih mišića"
"incoterm_90221200","90221200","Aparati za kompjuteriziranu tomografiju"
"incoterm_90221300","90221300","Aparati koji se baziraju na uporabi rendgenskih zraka, za uporabu u zubarstvu"
"incoterm_90221400","90221400","Aparati koji se baziraju na uporabi rendgenskih zraka, za uporabu u medicini ili veterini, osim za uporabu u zubarstvu i aparati za kompjuteriziranu tomografiju"
"incoterm_90221900","90221900","Aparati koji se baziraju na uporabi rendgenskih zraka, osim za uporabu u medicini, zubarstvu ili veterini"
"incoterm_90222100","90222100","Aparati što rade na osnovi alfa-, beta- ili gama-zračenja, za uporabu u medicini, zubarstvu ili veterini"
"incoterm_90222900","90222900","Aparati što rade na osnovi alfa-, beta- ili gama-zračenja (osim za uporabu u medicini, zubarstvu ili veterini)"
"incoterm_90223000","90223000","Rendgenske cijevi"
"incoterm_90229000","90229000","Rendgenski generatori samo ne rendgenske cijevi, visoko osjetljivi generatori, kontrolne ploče i deskovi, ekrani, stolovi za ispitivanje ili liječenje, stolice i slično, i generalni dijelovi i dodaci za aparate iz tarifnog broja 9022, drugdje nespomenuti i neuključeni"
"incoterm_90230010","90230010","Instrumenti, aparati i modeli što ih se rabi za poduku iz fizike, kemije ili tehnike"
"incoterm_90230080","90230080","Instrumenti, aparati i modeli namijenjeni prikazivanju (npr. u izobrazbi ili na izložbama), neprikladni za druge uporabe, osim zemaljskih trenažera letenja iz poglavlja 8805, kolekcionarskih komada iz poglavlja 9705 i antikviteta starijih od 100 godina iz poglavlja 9706 i vrsta što ih se rabi za poduku iz fizike, kemije ili tehnike"
"incoterm_90241011","90241011","Elektronički univerzalni strojevi ili strojevi za ispitivanje vlačne čvrstoće"
"incoterm_90241013","90241013","Elektronički strojevi i aparati za ispitivanje tvrdoće"
"incoterm_90241019","90241019","Elektronički strojevi i aparati za ispitivanje kovina (osim univerzalnih strojeva ili strojeva za ispitivanje vlačne čvrstoće i strojeva za ispitivanje tvrdoće)"
"incoterm_90241090","90241090","Strojevi i aparati za ispitivanje kovina (osim elektroničnih)"
"incoterm_90248011","90248011","Elektronički strojevi i aparati za ispitivanje tekstila, papira ili kartona"
"incoterm_90248019","90248019","Elektronički strojevi i aparati namijenjeni ispitivanju tvrdoće, vlačne ili tlačne čvrstoće, elastičnosti i ostalih mehaničkih svojstava materijala (osim za ispitivanje tekstila, papira ili kartona i za ispitivanje kovina)"
"incoterm_90248090","90248090","Ostali strojevi i aparati namijenjeni ispitivanju tvrdoće, vlačne ili tlačne čvrstoće, elastičnosti i ostalih mehaničkih svojstava materijala (osim elektroničkih i za ispitivanje kovina)"
"incoterm_90249000","90249000","Dijelovi i pribor strojeva i aparata za ispitivanje mehaničkih mogućnosti materijala, drugdje nespomenuti i neuključeni"
"incoterm_90251120","90251120","Medicinski ili veterinarski termometri"
"incoterm_90251180","90251180","Termometri i pirometri punjeni tekućinom, za izravno očitavanje, nekombinirani s drugim instrumentima osim medicinskih ili veterinarskih termometara"
"incoterm_90251920","90251920","Termometri i pirometri, nekombinirani s drugim instrumentima, osim termometara i pirometara punjenih tekućinom, za izravno očitavanje; elektronički"
"incoterm_90251980","90251980","Termometri i pirometri, nekombinirani s drugim instrumentima, osim termometara i pirometara punjenih tekućinom, za izravno očitavanje; osim elektroničkih"
"incoterm_90258020","90258020","Barometri nekombinirani s drugim instrumentima, osim onih iz podbroja 9025.80.15 za uporabu u civilnom zrakoplovstvu"
"incoterm_90258040","90258040","Hidrometri i slični plutajući instrumenti, termometri, barometri, higrometri i psihrometri, i kombinirani jedni s drugima ili s termometrima, elektronički"
"incoterm_90258080","90258080","Hidrometri i slični plutajući instrumenti, termometri, barometri, higrometri i psihrometri, i kombinirani jedni s drugima ili s termometrima, osim elektroničkih"
"incoterm_90259000","90259000","Dijelovi i pribor za hidrometre i slične plutajuće instrumente, termometre, pirometre, barometre, higrometre i psihrometre, drugdje nespomenuti i neuključeni"
"incoterm_90261021","90261021","Mjerači protoka za mjerenje ili nadzor protoka, elektronički"
"incoterm_90261029","90261029","Instrumenti i aparati za mjerenje ili nadzor protoka ili razine tekućine, osim mjerača protoka"
"incoterm_90261081","90261081","Mjerači protoka za mjerenje ili nadzor protoka, osim elektroničkih"
"incoterm_90261089","90261089","Instrumenti i aparati za mjerenje ili nadzor protoka ili razine tekućine, osim mjerača protoka, osim elektroničkih"
"incoterm_90262020","90262020","Instrumenti i aparati za mjerenje ili nadzor pritiska, elektronički"
"incoterm_90262040","90262040","Opružni mjerači ili mjerači s metalnom membranom za mjerenje ili nadzor pritiska tekućina ili plinova"
"incoterm_90262080","90262080","Instrumenti i aparati za mjerenje ili nadzor pritiska (osim elektroničkih i opružnih mjerača ili mjerača s metalnom membranom)"
"incoterm_90268020","90268020","Ostali instrumenti i aparati za mjerenje ili nadzor varijabli tekućina ili plinova, drugdje nespomenuti i neuključeni, elektronički"
"incoterm_90268080","90268080","Ostali instrumenti i aparati za mjerenje ili nadzor varijabli tekućina ili plinova, drugdje nespomenuti i neuključeni, osim elektroničkih"
"incoterm_90269000","90269000","Dijelovi i pribor za instrumente i aparate za mjerenje ili nadzor protoka, razine, pritiska ili ostalih varijabli tekućine ili plinova, drugdje nespomenuti i neuključeni"
"incoterm_90271010","90271010","Elektronički aparati za analizu plina ili dima"
"incoterm_90271090","90271090","Neelektronički aparati za analizu plina ili dima"
"incoterm_90272000","90272000","Kromatografi i instrumenti za elektroferezu"
"incoterm_90273000","90273000","Spektrometri, spektrofotometri i spektrografi što primjenjuju optička zračenja (ultraljubičasta, vidljiva, infracrvena)"
"incoterm_90275000","90275000","Ostali instrumenti i aparati za fizičku ili kemijsku analizu, što primjenjuju optička zračenja (ultraljubičasta, vidljiva, infracrvena), osim spektrometara, spektrofotometara i spektrografa i aparata za analizu plina ili dima"
"incoterm_90278005","90278005","Svjetlomjeri (ekspozimetri)"
"incoterm_90278011","90278011","Elektronički ph-metri, rh-metri i ostali aparati za mjerenje specifične vodljivosti (osim svjetlomjera (ekspozimetra))"
"incoterm_90278013","90278013","Aparati i oprema za mjerenje fizikalnih svojstava poluvodičkih materijala i materijala za podloge pokaznika s tekućim kristalima ili pridruženih izolirajućih ili provodnih slojeva tijekom proizvodnje poluvodičkih pločica ili pokaznika s tekućim kristalima"
"incoterm_90278017","90278017","Ostali instrumenti i aparati za fizičku ili kemijsku analizu ili za provjeru viskoznosti, poroznosti, ekspanzije, tenzije površine ili slično ili za mjerenje ili provjeru kvantitete topline, zvuka ili svjetla, elektronički, drugdje nespomenuti i neuključeni"
"incoterm_90278091","90278091","Neelektronički viskozimetri, porozimetri i dilatometri (osim elektroničkih i svjetlomjera (ekspozimetra))"
"incoterm_90278099","90278099","Ostali neelektronički instrumenti i aparati za fizičku ili kemijsku analizu ili za provjeru viskoznosti, poroznosti, ekspanzije, tenzije površine ili slično ili za mjerenje ili provjeru kvantitete topline, zvuka ili svjetla"
"incoterm_90279010","90279010","Mikrotomi"
"incoterm_90279050","90279050","Dijelovi i dodaci instrumenata i aparata za fizičku ili kemijsku analizu, npr. polarimetri, refraktometri, spektrometri, instrumenata i aparata za mjerenje ili provjeru viskoznosti, poroznosti, ekspanzije, tenzije površine ili slično, instrumenti i aparati za mjerenje ili provjeru kvantitete topline, zvuka ili svjetla, uključujući svjetlomjere (ekspozimetre), drugdje nespomenuti i neuključeni, osim od aparata za analizu plina ili dima"
"incoterm_90279080","90279080","Dijelovi i pribor mikrotoma ili aparata za analizu plina ili dima, drugdje nespomenuti i neuključeni"
"incoterm_90281000","90281000","Plinomjeri, uključujući mjerila za njihovo baždarenje"
